doi	N_source	solvent	N_amount	MeOH_amount	MeOH/N_ratio	base	base_amount	base_ratio	catalyst	metal	ligand	atmosphere	cat_load	temp	time	yield_PhNHMe	yield_PhN(Me)2	TON	comment	year	success	num_temp_range	label_temp_range	yield
10.1039/d3cy00218g	nitroarene	MeOH	0.5	24.7	49.4	tBuOK	0.5	1.0	RuCl3*nH2O	Ru	no	N2	4.0	130	18	59	41	25.0		2023	True	13	[130,140)	100
10.1039/d3cy00218g	nitroarene	MeOH	0.5	24.7	49.4	tBuOK	0.5	1.0	[RuCl2(p-cymene)]2	Ru	no	N2	4.0	130	18	66	34	25.0		2023	True	13	[130,140)	100
10.1039/d3cy00218g	nitroarene	MeOH	0.5	24.7	49.4	tBuOK	0.5	1.0	[RuCl2(C6(CH3)6)]2	Ru	no	N2	4.0	130	18	52	48	25.0		2023	True	13	[130,140)	100
10.1039/d3cy00218g	nitroarene	MeOH	0.5	24.7	49.4	tBuOK	0.5	1.0	[RuCl2(mesitylene)]2	Ru	no	N2	4.0	130	18	63	37	25.0		2023	True	13	[130,140)	100
10.1039/d3cy00218g	nitroarene	MeOH	0.5	24.7	49.4	tBuOK	0.5	1.0	[RuI2(p-cymene)]2	Ru	no	N2	4.0	130	18	67	33	25.0		2023	True	13	[130,140)	100
10.1039/d3cy00218g	nitroarene	MeOH	0.5	24.7	49.4	tBuOK	0.5	1.0	[Ru(H)Cl(p-cymene)]2	Ru	no	N2	4.0	130	18	66	34	25.0		2023	True	13	[130,140)	100
10.1039/d3cy00218g	nitroarene	MeOH	0.5	24.7	49.4	tBuOK	0.5	1.0	Ru_21	Ru	no	N2	4.0	130	18	91	9	25.0		2023	True	13	[130,140)	100
10.1039/d3cy00218g	nitroarene	MeOH	0.5	24.7	49.4	tBuOK	0.5	1.0	Ru_22	Ru	no	N2	4.0	130	18	87	13	25.0		2023	True	13	[130,140)	100
10.1039/d3cy00218g	nitroarene	MeOH	0.5	24.7	49.4	tBuOK	0.5	1.0	Ru_23	Ru	no	N2	4.0	130	18	96	4	25.0		2023	True	13	[130,140)	100
10.1039/d3cy00218g	nitroarene	MeOH	0.5	24.7	49.4	tBuOK	0.5	1.0	Ru_24	Ru	no	N2	4.0	130	18	90	10	25.0		2023	True	13	[130,140)	100
10.1039/d3cy00218g	nitroarene	MeOH	0.5	24.7	49.4	tBuOK	0.5	1.0	Ru_25	Ru	no	N2	4.0	130	18	87	13	25.0		2023	True	13	[130,140)	100
10.1039/d3cy00218g	nitroarene	MeOH	0.5	24.7	49.4	tBuOK	0.5	1.0	Ru_26	Ru	no	N2	4.0	130	18	80	20	25.0		2023	True	13	[130,140)	100
10.1039/d3cy00218g	nitroarene	MeOH	0.5	24.7	49.4	tBuOK	0.5	1.0	Ru_27	Ru	no	N2	4.0	130	18	84	16	25.0		2023	True	13	[130,140)	100
10.1039/d3cy00218g	nitroarene	MeOH	0.5	24.7	49.4	tBuOK	0.5	1.0	Ru_28	Ru	no	N2	4.0	130	18	51	49	25.0		2023	True	13	[130,140)	100
10.1039/d3cy00218g	nitroarene	MeOH	0.5	24.7	49.4	tBuOK	0.5	1.0	Ru_29	Ru	no	N2	4.0	130	18	65	35	25.0		2023	True	13	[130,140)	100
10.1039/d3cy00218g	nitroarene	MeOH	0.5	24.7	49.4	tBuOK	0.5	1.0	Ru_30	Ru	no	N2	4.0	130	18	55	45	25.0		2023	True	13	[130,140)	100
10.1039/d3cy00218g	nitroarene	MeOH	0.5	24.7	49.4	tBuOK	0.5	1.0	Ru_31	Ru	no	N2	4.0	130	18	74	26	25.0		2023	True	13	[130,140)	100
10.1039/d3cy00218g	nitroarene	MeOH	0.5	24.7	49.4	tBuOK	0.5	1.0	Ru_32	Ru	no	N2	4.0	130	18	65	35	25.0		2023	True	13	[130,140)	100
10.1039/d2cy01539k	aniline	MeOH	1.0	247.0	247.0	no base	0.0	0.0	Ni/ZnAlOx-500	Ni	no	N2		160	4	35	0		10 Bar N2	2022	False	16	[160,170)	35
10.1039/d2cy01539k	aniline	MeOH	1.0	247.0	247.0	no base	0.0	0.0	Ni/ZnAlOx-600	Ni	no	N2		160	4	45	0		10 Bar N2	2022	False	16	[160,170)	45
10.1039/d2cy01539k	aniline	MeOH	1.0	247.0	247.0	no base	0.0	0.0	Ni/ZnAlOx-700	Ni	no	N2		160	4	41	1		10 Bar N2	2022	False	16	[160,170)	42
10.1039/d2cy01539k	aniline	MeOH	1.0	247.0	247.0	no base	0.0	0.0	NiZnAl-MMO	Ni	no	N2		160	4	0	0		10 Bar N2	2022	False	16	[160,170)	0
10.1039/d2cy01539k	aniline	MeOH	1.0	247.0	247.0	no base	0.0	0.0	ZnAlOx-600	Zn	no	N2		160	4	0	0		10 Bar N2	2022	False	16	[160,170)	0
10.1039/d2cy01539k	aniline	MeOH	1.0	247.0	247.0	no base	0.0	0.0	Ni/AlOx-600	Ni	no	N2		160	4	25	0		10 Bar N2	2022	False	16	[160,170)	25
10.1039/d2cy01539k	aniline	MeOH	1.0	247.0	247.0	no base	0.0	0.0	Ni/ZnAlOx-600	Ni	no	N2		160	4	45	0			2022	False	16	[160,170)	45
10.1039/d2cy01539k	aniline	MeOH	1.0	247.0	247.0	no base	0.0	0.0	Ni/ZnAlOx-600	Ni	no	Air		160	4	42	1			2022	False	16	[160,170)	43
